company_id,amount,site,representative_id,foundation_date,description,name
26,30,http://ua-hosting.company,105,2009-07-10,"Разрешите представиться. Мы — хостинг-провайдер ua-hosting.company, предоставляем услуги исключительно премиального качества по минимально возможным расценкам. Работаем с 2009-го года. Узнать полностью о том, кто мы и что мы можно из нашего корпоративного блога на Хабре, а в частности из нашей истории, там же можно немного увидеть «ua-hosting в лицах», посмотреть на тех людей, которые работают для Вас:
«ua-hosting.company» или как стать хостинг-провайдером с нуля и сгенерировать трафика больше, чем вся Беларусь


В данный момент мы предлагаем услуги хостинга и аренды выделенных серверов в нидерландском Дата Центре премиум-класса EvoSwitch с ПРЯМЫМИ каналами на Россию и Украину, нидерландском ЦОДе «Switch» (на этой площадке упор сделан в сторону недорогих custom built решений), американском Дата Центре COPT DC-6-EvoSwitch, а также сингапурском ЦОДе SIN-11/Pacnet.


Подробнее о:

ЦОДе в Нидерландах
Дата-центр «Switch AMS1» — мы сделали то, чего так не хватало нашим клиентам!
ЦОДе в США


Уже долгое время мы являемся спонсором различных мероприятий и проектов, в большинстве случаев некоммерческих, постоянно развиваемся и растем, не жалеем средств на развитие и повышение опыта наших сотрудников. В апреле 2017 мы стали золотым спонсором HostingCon Global в Лос-Анджелесе и 8 наших сотрудников посетило конференцию, а также наши новые площадки в США.


Прошел почти год с момента, когда мы анонсировали услугу аренды виртуальных серверов с выделенными накопителями, которые могут быть лучше выделенных серверов начального уровня и при этом дешевле. За последние месяцы мы значительно расширили ассортимент и начали предоставлять данное решение не только в Нидерландах, но и в США, на очереди еще 8 локаций: 


— Вы получаете полностью выделенные аппаратные ресурсы (процессор, RAM, накопители), все IOPS Ваши, как и на выделенном сервере; 

— более надежное решение, нежели выделенные серверы начального уровня, так как железо новое, с процессорами 2 х Intel Dodeca-Core Xeon E5-2650 v4 (последнего поколения в данный момент), меньший риск аппаратных проблем; 

— вычислительные операции проходят более эффективно за счет поддержки процессором E5-2650v4 множества инструкций (выполняются быстрее при тех же частотах, от нескольких десятков % до сотни раз); 

— экономичность (в большинстве случаев выделенные серверы начального уровня проигрывают по производительности);  

— удобство управления (переустановка, использование своих ISO-образов, перезагрузка, возможность наблюдения статистики и подключения к VNC доступны из удобной панели управления Вашим виртуальным сервером). 

Заказать VPS (KVM) с выделенными накопителями, которые могут быть не хуже выделенных серверов, а в большинстве случаев — лучше! 


VPS (KVM) — E5-2650 v4 (6 Cores) / 10GB DDR4 / 240GB SSD / 1Gbps 10TB — $29

VPS (KVM) — E5-2650 v4 (12 Cores) / 20GB DDR4 / 2 х 240GB RAID1 SSD / 1Gbps 20TB — $49

VPS (KVM) — E5-2650 v4 (24 Cores) / 40GB DDR4 / 4 x 240GB RAID10 SSD / 1Gbps 40TB — $99

VPS (KVM) — E5-2650 v4 (12 Cores) / 20GB DDR4 /480GB SSD / 1Gbps 20TB — $49

VPS (KVM) — E5-2650 v4 (24 Cores) / 40GB DDR4 / 2 x 480GB RAID1 SSD / 1Gbps 40TB — $99

VPS (KVM) — E5-2650 v4 (6 Cores) / 10GB DDR4 / 4TB HDD / 1Gbps 10TB — $29

VPS (KVM) — E5-2650 v4 (12 Cores) / 20GB DDR4 / 2 x 4TB RAID1 HDD / 1Gbps 20TB — $49

VPS (KVM) — E5-2650 v4 (24 Cores) / 40GB DDR4 / 4 x 4TB RAID10 HDD / 1Gbps 40TB — $99

Также мы предложили облачные виртуальные серверы по цене хостинга (в данный момент проходит распродажа, Вы можете воспользоваться)

S


Ядра (vCPU) 1 Core

Память (vRAM) 1 GB

Дисковая квота 40 GB (SSD Storage)

Порт 1000 Mbps

Премиум трафик 4 TB

Бесплатная защита от DDOS-атак до 1 Гбит / с!
$9,00 $5,99 / месяц

M


Ядра (vCPU) 2 Core

Память (vRAM) 2 GB

Дисковая квота 60 GB (SSD Storage)

Порт 1000 Mbps

Премиум трафик 6 TB

Бесплатная защита от DDOS-атак до 1 Гбит / с!
$19,00 $7,99 / месяц

L


Ядра (vCPU) 4 Core

Память (vRAM) 4 GB

Дисковая квота 80 GB (SSD Storage)

Порт 1000 Mbps

Премиум трафик 8 TB

Бесплатная защита от DDOS-атак до 1 Гбит / с!
$39,00 $19,99 / месяц

XL


Ядра (vCPU) 8 Core

Память (vRAM) 8 GB

Дисковая квота 160 GB (SSD Storage)

Порт 1000 Mbps

Премиум трафик 10 TB

Бесплатная защита от DDOS-атак до 1 Гбит / с!
$59,00 $32,99 / месяц

Заказать облачный сервер по волшебной цене

ОТЗЫВЫ ОТ КЛИЕНТОВ С РЕПУТАЦИЕЙ

http://searchengines.guru/showthread.php?p=14865377#post14865377
http://searchengines.guru/showthread.php?p=14874718#post14874718
https://habrahabr.ru/company/ua-hosting/blog/317282/#comment_9983586
http://searchengines.guru/showthread.php?p=14900495#post14900495
http://searchengines.guru/showthread.php?p=14908492#post14908492
http://searchengines.guru/showthread.php?p=14957194#post14957194
http://searchengines.guru/showthread.php?p=14978295#post14978295


Пока мы не получили ни единого критического отзыва от клиентов, которые воспользовались нашим новым продуктом — виртуальным сервером с выделенными накопителями, полноценным аналогом выделенного сервера, а в данный момент уже заняты сотни виртуальных машин.

Как построить инфраструктуру корп. класса c применением серверов Dell R730xd Е5-2650 v4 стоимостью 9000 евро за копейки?


Нам уже доверили свои проекты тысячи клиентов, которые генерируют суммарно 150+ Гбит / с трафика только в Дата Центре EvoSwitch (наша основная площадка):




Среди наших клиентов есть даже несколько хостинг-провайдеров, крупнейшие предприятия в Украине, к примеру Глобино, перенесли часть своей инфраструктуры к нам в Нидерланды, а это говорит о многом, прежде всего о доверии, ведь процесс производства не должен останавливаться ни на секунду!

Специальное предложение для трафикогенераторов, стримминг-проектов! Только у нас одни из самых низких цен, а если не скромно — самые низкие, на выделенные серверы с каналом до 100 Гбит / с.


2 х Xeon E5-2650 / 128GB / 8x512GB SSD / 10Gbps — $1199

2 х Xeon E5-2650 / 256GB / 24x512GB SSD / 10Gbps — $2099  

2 х Xeon E5-2650 / 256GB / 24x1TB SSD / 10Gbps — $3599

2 х Xeon E5-2650 / 256GB / 24x2TB SSD / 10Gbps — $6599


2 х Xeon E5-2650 / 256GB / 8x1TB SSD / 20Gbps — $1999

2 х Xeon E5-2650 / 256GB / 24x512GB SSD / 20Gbps — $2999

2 х Xeon E5-2650 / 256GB / 24x1TB SSD / 20Gbps — $4599

2 х Xeon E5-2650 / 256GB / 24x2TB SSD / 20Gbps — $7599


2 х Xeon E5-2650 / 256GB / 24x512GB SSD / 40Gbps — $4999

2 х Xeon E5-2650 / 256GB / 24x1TB SSD / 40Gbps — $5599

2 х Xeon E5-2650 / 256GB / 24x2TB SSD / 40Gbps — $8599


Нашими серверами реально отдать 10 Гбит / с и более! Рекомендации по выбору конфигурации здесь.




Но и это еще не все. Мы понимаем, что порой сервер нужен «здесь и сейчас» и срок доставки 1-5 рабочих дней может быть неприемлемым. С этой целью мы разработали услугу моментального выделенного сервера. Помимо прочего, иногда мы проводим интересные акции. К примеру сейчас доступны:


2 x Intel Quad-Core Xeon E5620 32GB DDR3 6x240GB SSD 1Gbps 100TB — *$139 / месяц

 2 x Intel Quad-Core Xeon E5620 32GB DDR3 4x4TB SATA 2x240GB SSD 1Gbps 100TB — *$139  / месяц

2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 6x480 SSD 1Gbps 100 ТВ -*$249  / месяц

2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 4x8TB SATA 2x480 SSD 1Gbps 100 ТВ — *$249 / месяц

 2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 4x4TB SATA 4x480 SSD 1Gbps 100 ТВ — *$249 / месяц

 2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 8x4TB SATA 2x480 SSD 1Gbps 100 ТВ — *$249 / месяц 

2 x Intel Quad-Core Xeon E5620 32GB DDR3 6x240GB SSD 1Gbps Unmetered — *$259  / месяц

 2 x Intel Quad-Core Xeon E5620 32GB DDR3 4x4TB SATA 2x240GB SSD 1Gbps Unmetered — *$259 / месяц

 2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 6x480 SSD 1Gbps Unmetered -*$369  / месяц

2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 4x8TB SATA 2x480 SSD 1Gbps Unmetered -*$369 / месяц

 2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 4x4TB SATA 4x480 SSD 1Gbps Unmetered -*$369 / месяц 

2 х Intel Dodeca-Core Xeon E5-2650 v4 128GB DDR4 8x4TB SATA 2x480 SSD 1Gbps Unmetered -*$369 / месяц


*При аренде сервера на срок от 1-го года. В случае, если у Вас нет средств для оплаты аренды сразу на год — свяжитесь с нами. Мы готовы рассмотреть любые иные гарантии исполнения Вами контракта. По запросу, при заблаговременном заказе сразу нескольких серверов, мы можем предоставить свитчи для организации внутренней сети на скорости 1 или 10 Гбит / с для коммутации акционных серверов Е5-2650v4. Подробности уточняйте в sales@ua-hosting.company. 24 port 1Gbps private switch: +$75 / месяц. Комплектация Е5-2650v4 картой Intel X540-T2 для организации LAN на скорости 10 Гбит / с (2 сетевых интерфейса по 10 Гбит / с): +$40 / месяц. 10Gbps private switch Arista 7050tx-48-r: +$500 / месяц.

ЗАКАЗАТЬ ВЫДЕЛЕННЫЙ СЕРВЕР


Также приведем список причин, по которым Вам может быть выгодно работать с нами:


— поддержка на родном языке;

— Platinum SLA бесплатно;

— гибкость в настройке и установке серверов (возможность переустановить ОС через панель), возможность заказа индивидуального решения;

— оперативное предоставление сервера после заказа, порой моментальное;

— предоставление в качестве бонуса панели управления ISP Manager Lite и базовой настройки;

— оперативность решения проблем (на наших площадках есть выделенный инженер, также ЦОДы по умолчанию обрабатывают запросы очень крупных клиентов более оперативно, нежели небольших), возможность заказа сопровождения по минимальным ценам;

— больше времени для реакции на жалобу;

— низкие цены на серверы, разнообразные способы оплаты (можем принять оплату даже через PayPal).


Обращайтесь, будем рады Вам помочь!


TEL +380 (94) 710-55-30, +380 (44) 392-84-01, +7 (499) 350-26-25

Бесплатно из РФ +7 (800) 350-26-25, бесплатно из Украины +380 (800) 21-06-75

Контакты: 

admin@ua-hosting.company
http://ua-hosting.company/

Мы на Хабре: habrahabr.ru/company/ua-hosting

Мы на Гиктаймс: geektimes.ru/company/ua-hosting

Персональный аттестат (BL 1140): arbitrage.webmoney.ru/asp/claims.asp?wmid=089969743985

",ua-hosting.company
27,0,https://nv-clinic.ru/,8,1900-01-01,"Блог клиники доказательной медицины. Основной контент — рациональные подходы к решению разных медицинских и биотехнологических проблем, опирающиеся на данные исследований. История в том, что очень многие стереотипные вещи сейчас отрицают, и нужно заново перебирать почти все процессы. Этим мы и занимаемся.",Наше время
28,10000,https://ozon.dev,262,1998-02-09,"Ozon Tech — это команда разработки лидирующего e-com в России. 


Чтобы миллионы пользователей могли делать сотни тысяч заказов в день и получать их вовремя, нужна IT-инфраструктура и специалисты, которые всё это поддерживают: 

2500+ микросервисов, высокая доступность, отказоустойчивость, горизонтальное масштабирование, распределение нагрузки. 
Хайлоад: до 5K заказов в минуту и до 38К RPS к бэкенду с мобильных приложений и сайта в дни распродаж, нагрузка в некоторых сервисах достигает 300К RPS. 
Собираем 230 млн метрик с наших сервисов и систем. 
3 ЦОДа и 2500 серверов — у нас одна из крупнейших в РФ IT-платформа. 
Суммарный объем аналитических хранилищ 30+ PB. 
Большинству наших сервисов не более 3 лет: стремимся внедрять современный стек везде, до куда дотянемся. 
Высокая инженерная культура: используем лучшие практики для построения внутренней инфраструктуры, позволяющей поддерживать проекты красиво и эффективно. 


В Ozon Tech работает более 2,6 тысяч инженеров в сотнях кросс-функциональных командах, и мы продолжаем расти. Исповедуем концепцию Everything as Code: минимум ручных действий, максимум автоматизации. 

У нас под капотом:
Backend: Go, .NET, Java 
Frontend: Vue.js, TypeScript, JSX, Node.js 
Mobile: Swift, Kotlin 
QA: Go, Python, C#, TypeScript, Allure 
Data: PostgreSQL, ClickHouse, Memcached, Redis, MSSQL, Ceph, Vertica, Hadoop, Airflow, Kafka, а также собственные технологические решения 
Infrastructure: Docker, K8s, S3, NGINX, CI/CD 
Observability: Prometheus, Thanos, OpenTelemetry, Jaeger, Grafana, Graylog, Opsgenie 
Процессы: Scrum, Kanban, Jira, Confluence, GitLab, Slack, Microsoft Teams 


Нам важно делиться экспертизой: мы регулярно ведём блог, пилим Open Source проекты, записываем подкасты, организуем митапы и выступаем на конференциях. 

Узнать больше:

— Сайт Ozon Tech 

— Вакансии 

— Стажировки 

— Route 256 — школа обучения Go, C#, QA и фронтенду 

— Open Source проекты 

— Канал на YouTube ",Ozon Tech
29,5000,http://jetbrains.com/ru-ru,93,2000-02-01,"Компания JetBrains – ведущий мировой производитель профессиональных средств разработки с офисами в Праге, Санкт-Петербурге, Мюнхене, Новосибирске, Бостоне, Москве и Амстердаме.


С 2000-го года компания выпускает полнофункциональные, мощные и удобные в использовании программные продукты для разработки на Java, C#, .NET, Objective-C, Python, Ruby и других.


Благодаря применению современных технологий инструменты JetBrains значительно улучшают качество кода и повышают продуктивность работы программистов, освобождая их от рутины.",JetBrains
30,5000,https://city-mobil.ru/,935,2007-05-14,"Ситимобил — сервис городской мобильности, который объединяет различные способы передвижения – такси, электросамокаты, каршеринг, а также услуги доставки. Доступен в мобильных приложениях пользователям iOS и Android, по звонку оператору, через сервис Такси ВКонтакте, а также через мессенджеры Viber, WhatsApp и Telegram. Работает более чем в 70 городах России. Компания занимает второе место по количеству онлайн-заказов такси в Москве и в большинстве городов присутствия. В 2019 году Ситимобил стал частью совместного предприятия в сфере еды и транспорта, созданного Mail.ru Group и Сбером.",Ситимобил
31,5000,https://www.skyeng.team/development,585,2012-08-18,"Привет, в разработке и аналитике Skyeng уже 300+ человек, мы пишем на PHP, Angular, Kotlin/Java, Swift/Objective-C, плюс немного на Python в аналитике. А еще мы:

Работаем в 40 распределенных продуктовых командах — от Калининграда до Владивостока (и не только), от маленьких деревень и небольших провинциальных городов до столиц. Регулярно развиртуализируемся.


Помогаем 150 000 взрослых и детей, а также 20000 преподавателей учиться и учить по современным методикам и так, чтобы это было интереснее котиков на ютубе. Контрибутим в образование в стране.


Разработали интерактивную онлайн-платформу Vimbox со своим электронным учебником, крутой автоматизацией и WebRTC, а теперь еще и делаем ее версии для школ, вузов, корпоративных клиентов и других стран.


Развиваем линейку мобильных приложений — аудирование, изучение слов и не только. 


Пилим сложные и важные внутренние системы, от которых зависит работа нескольких тысяч сотрудников: биллинг, CRM, сервисы авторизации и многое другое. 


Активно внедряем машинное обучение, чтобы сделать весь процесс обучения более эффективным, персональным и удобным.


Выкладываем свои решения в опенсорс, чтобы ими могли пользоваться коллеги.


Выделяем время на рефакторинг в спринтах, помогаем вырасти до тимлидов, оптимизируем код-ревью и другие процессы в командах. Развиваем культуру автотестов и CI/CD.


Поддерживаем ИТ-сообщества в разных городах России — даем площадку с трансляцией в Москве, соорганизуем PHP-митапы по стране. В планах на 2021-й — поддержка встреч по Angular, QA, аналитике/ML и не только.


Делимся опытом на Youtube и в таких полезных подборках.


p.s. А еще мы будем рады тебе)",Skyeng
32,10000,http://ods.ai/,182,2015-03-12,"",Open Data Science
33,1000,https://domclick.ru/,376,2015-07-19,"Мы — продуктовая технологическая компания, которая создает высоконагруженные проекты в сфере недвижимости, обеспечивая полный цикл от выбора квартиры, получения ипотеки, взаиморасчетов с продавцом до постпродажного сопровождения.


Наш стек:


Backend — Python, Java, Kotlin, Go, Ruby

Frontend — React, Angular, Vue. js

Mobile — Swift, Kotlin

Database — MongoDB, PostgreSQL, Clickhouse, Influx, Redis


Наши принципы — Cloud Native и Open Source


У нас мощная экспертиза по Data Science во всех областях — Machine Learning, Natural Language Processing, RecSys, Optical Character Recognition.


Мы работаем по agile, используем CI&CD, пишем тесты и берем от жизни все.",Домклик
34,5000,https://my.games/,809,2021-11-10,"Международный разработчик и издатель видеоигр, объединяющий 14 студий, часть VK. Рассказываем о собственных технических решениях, освещаем тренды современного геймдева, делимся практическими кейсами из разработки — не только историями успеха, но и набитыми шишками. 


Под капотом наших игр — современные графические API, интеграции технологий визуальных вычислений от лидеров рынка, R&D-проекты, кастомные разработки, почерпнутые из лучших AAA-практик. Подробнее об этом — в наших статьях.",MY.GAMES
35,1000,https://www.milandr.ru,909,1993-12-01,"«Миландр» — ведущий российский разработчик и производитель интегральных микросхем, приборов и систем. 

Основная специализация компании «Миландр» – реализация проектов в области разработки и производства изделий микроэлектроники (микроконтроллеры, микропроцессоры, микросхемы памяти, микросхемы приемопередатчиков, микросхемы преобразователей напряжения, радиочастотные схемы), универсальных электронных модулей и приборов промышленного и коммерческого назначения, разработки ПО для современных информационных систем и изделий микроэлектроники.


В компании сформирована уникальная научно-производственная база предприятия, созданы центры проектирования интегральных микросхем, радиоэлектронной аппаратуры, программного обеспечения, образовательный центр, сборочно-измерительное производство и испытательный центр.

Отличительная особенность предприятия – это обеспечение создания интегральных микросхем и электронных модулей от процессов проектирования и производства инновационных продуктов, востребованных рынком, до постоянного технического сопровождения всех реализованных проектов.",Миландр
36,200,https://dodo.dev/,865,2011-04-23,"Dodo Brands still hasn’t you.

Follow the RabbitMQ.


Здесь мы рассказываем о том, как развивается IT в компании Dodo Brands.


Мы теперь не просто Dodo Pizza. Мы – Dodo Brands. Именно так называется компания, которая развивает три бренда Додо Пицца, Дринкит и Донер42, на базе единой инфраструктуры и самописной цифровой платформы Dodo IS. В 2020 году наступила действительно новая эпоха в жизни компании, которая зародилась 9 лет назад в маленьком северном Сыктывкаре.


Мы – разработчики в Dodo: «blameless culture» + «no bullshit». С момента основания создаём Dodo IS, которая управляет всем бизнесом. Это коллаборация ERP+HRM+CRM-систем. Бонусом драйвим клиентские сайты и мобильное приложение. Боремся с англицизмами, используем их и снова боремся.

Наш масштаб в цифрах: 700+ точек питания в 15 странах (Великобритания, Штаты, Нигерия etc.), 16 000 000 клиентов, 170 заказов в минуту (стандарт), 365 заказов в минуту (зафиксированный максимум), 800 заказов в минуту (держим в нагрузочном тестировании), 3000 RPS, 26 млрд рублей – выручка сети за прошлый год.


Для создания всемирной системы Dodo IS нам нужно больше разработчиков. В 2017 году нас было 20, сейчас 160, но этого недостаточно. Нам нужен ты.


Работаем с технологиями: 

.NET Framework, переходим постепенно на .NET Core: ASP.NET MVC в монолите – 14 сервисов; ASP.NET Core в монолите – 2 сервиса; ASP.NET Core вне монолита – 28 сервисов.
В монолите 18 проектов на FullFramework и 168 на NetStandard. Прямо сейчас обновляем монолит на .NET 5.0. 
 На сайте React + TypeScript, в бекофисе мигрируем с jQuery, Angular первых версий тоже на React + TypeScript.
 36 баз MySql на кластерах, кроме dev окружений.
 Всё на Azure, с использованием RabbitMQ (местами Kafka, Azure Event Hubs), Kusto, CosmosDB, Redis и ещё много мелких радостей.
 Все новые сервисы мы пишем на .NET, под Linux, запускаем в Kubernetes.
 Детальный мониторинг на продакшене на базе Prometheus, сбор логов в Kusto, визуализация в Grafana, пейджер для дежурного в PagerDuty.
",Dodo Engineering
37,200,http://www.itsumma.ru/?utm_source=habr.com&utm_campaign=anketaco,396,2008-08-12,"С 2008 года помогаем сервисам по всему миру оставаться доступными.


И вот чем мы можем быть вам полезны:


поддержка и администрирование сайтов 24/7/365 (время реакции по SLA — 15 минут);
создание информационных систем любой сложности (Real-Time BigData и IoT инструментарий, Machine Learning и Data science, OLAP-платформы, PaaS-системы);
разработка ПО;
аудит и комплексная оптимизация инфраструктуры;
DevOps-сопровождение проектов.



Мы обеспечиваем бесперебойную работу интернет-магазинов, стартапов, корпоративных сайтов, информационных порталов и SAAS-платформ 365 дней в году, 24 часа в сутки. 

В числе наших клиентов — «Хабр», S7 Airlines, «М.Видео», ТАСС, Tilda Publishing, «Тотальный диктант», «СбермегаМаркет», «Тануки», The Bell, «Новая газета», Utair и ещё сотни огромных и небольших компаний. 


У каждой из них — свои проблемы, цели, KPI и стратегии. И для каждого клиента у нас есть индивидуальное решение.
",ITSumma
38,500,http://www.reksoft.ru,648,1991-05-30,"Компания Рексофт, основанная в 1991 году в Санкт-Петербурге, является одной из ведущих компаний по разработке программного обеспечения и специализируется на создании сложных инновационных программных продуктов и комплексов. «Рексофт» обладает значительным опытом по созданию проектов для таких сфер бизнеса, как телекоммуникации и мобильная связь, банки и финансы, ИТ, гостиничный бизнес и туризм. С 2008 г. компания «Рексофт» входит в группу «Техносерв», которая является одним из крупнейших представителей российского ИТ-рынка. 

«Компания «Рексофт» оказывает полный цикл услуг по следующим направлениям: разработка готовых программных продуктов, разработка, интеграция и поддержка корпоративных приложений, создание и управление выделенными центрами разработки ПО. 

Головной офис «Рексофта» находится в Санкт-Петербурге, филиалы — в Москве, Воронеже и Стокгольме. В офисах компании работает более 350 человек. 

Система качества компании «Рексофт» сертифицирована по стандарту ISO 9001:2008 в области проектирования, разработки, поставки, инсталляции и технического обслуживания компьютерных систем и программного обеспечения. Кроме того, «Рексофт» является единственной компанией на территории России, все процессы по разработке ПО которой сертифицированы по стандарту CMMI 5 уровня. 

Программные продукты и технологии компании используют более 2000 компаний по всему миру, с 1991 года «Рексофт» выполнил более 500 проектов по разработке и поддержке ПО. Среди них — такие знаковые для российского рынка проекты, как Ozon.ru, Assist.ru, Barsum, а также ряд других специализированных, нишевых продуктов. Среди клиентов «Рексофта» находятся крупнейшие российские и международные компании, такие как Mavenir Systems, T-Systems, Swisscom, Springer, Tieto, Fujitsu, Промсвязьбанк, Астерос, Газпром, Сбербанк и другие.",Reksoft
39,5000,https://sbis.ru/,951,1996-01-01,"Тензор — федеральный IT-холдинг, оператор электронного документооборота, удостоверяющий центр, разработчик системы для автоматизации бизнеса СБИС.


СБИС объединяет людей и компании, бизнес-процессы и документы в одной системе. Это единая платформа, с помощью которой сотрудники решают свои задачи: создают и обмениваются документами, ищут клиентов и фиксируют контакты, узнают любую информацию о партнёрах и конкурентах, находят интересные закупки и многое другое. 


Наши масштабы проще выразить цифрами:

✅ 11 центров разработки 

✅ 95 филиалов по продаже

✅ 6000 сотрудников

✅ 3 500 000 клиентов",Тензор
40,50,http://www.cloud4y.ru,426,2009-01-01,"Cloud4Y – корпоративный облачный провайдер, основанный в 2009 году. Является одним из пионеров российского облачного рынка. Провайдер предоставляет услуги IaaS (аренда облачной ИТ-инфраструктуры), SaaS (аренда ПО Microsoft, 1C и др.), BaaS (резервное копирование как услуга), DaaS (удаленный рабочий стол). Пользователи имеют возможность регулировать потребленные ресурсы и платить только за то, что использовали. Дата-центры хостинг-компании расположены в России, Нидерландах, Германии.


Компания входит в ТОП-10 крупнейших SaaS поставщиков России, в ТОП-3 облачных поставщиков сторонних продуктов по версии Cnews Analytics, а так же в ТОП-5 лидеров IaaS-поставщиков в России по версии Json & Partners. Три года подряд удерживает первое место среди российских поставщиков IaaS-решений по рейтингу TAdviser.

Cloud4Y™ — это надёжное оборудование корпоративного уровня:

• Блейд-серверы HP, IBM;

• СХД NetApp, All Flash, SSD;

• Коммутаторы Cisco, Juniper;

• Собственное оптическое кольцо высокой доступности с задублированными каналами;

• Широкая сеть дата центров;

• Полноценная поддержка 24х7 и аутсорсинг.

Cloud4Y™ — это гарантии:

• Юридическая гарантия доступности всех сервисов;

• Гарантированный базовый уровень доступности — SLA 99,982%;

• Гарантия финансовой ответственности в случае недоступности сервисов;

• Гарантированная производительность выделяемых ресурсов (IOPS);

• 100% гарантия выделяемых ресурсов.

Cloud4Y™ — это удобные условия оплаты:

• Постоплатная схема расчетов;

• Оплата за реально используемые ресурсы;

• Почасовой биллинг;

• Стоимость всех услуг в рублях.

Cloud4Y входит в состав экспертного совета по облачным вычислениям при Министерстве связи и массовых коммуникаций Российской Федерации.

",Cloud4Y
41,0,http://www.geltek-medica.ru/,33,1900-01-01,"",Гельтек-Медика
42,10000,https://huawei.ru/,190,1987-01-01,"Компания Huawei – ведущий мировой поставщик инфокоммуникационных решений, цель которого – обогащать жизнь людей через общение. Благодаря нашим инновационным разработкам, ориентированным на потребности клиентов и развитой партнерской сети, мы достигли высоких результатов в разработке телекоммуникационных сетей, терминальных решений и систем облачных вычислений. 197 тыс. сотрудников Huawei по всему миру стремятся создавать максимально выгодные условия для операторов, предприятий и конечных пользователей, предоставляя им конкурентоспособные решения и услуги. Одна треть населения планеты использует наши инновационные продукты, решения и сервисы более чем в 170 странах мира. Основанная в 1987 году,Huawei является частной компанией, полностью находящейся во владении своих сотрудников.",Huawei
43,200,http://fun.co,828,2004-12-17,"FUNCORP — международная компания, c 2004 года разрабатываем развлекательные технологичные UGC-сервисы, которыми ежедневно пользуются миллионы людей по всему миру. Мы активно развиваем наши продукты и запускаем новые, используя современные технологии, научный подход и машинное обучение. 


Наши продукты:

iFunny — входит в TOP-5 развлекательных приложений США с ежедневной аудиторией около двух миллионов.
ABPV — рост дневной аудитории х5 за последний квартал.
АйДаПрикол — развлекательное приложение для русскоговорящих пользователей в возрасте 35+ с 1,5 миллионами активных юзеров в месяц.


Наши приложения кажутся простыми, но под капотом у нас мощные современные решения и методологии: базы данных нового поколения, сервисно-ориентированная архитектура, оркестрация, автоматическое горизонтальное масштабирование и система аналитики, готовая обработать 9 миллиардов событий в сутки. Всё для того, чтобы ежедневно радовать миллионы пользователей по всему миру, отвечая в пике на более чем 50 тысяч запросов в секунду",FUNCORP
44,10000,http://www.raiffeisen.ru/,113,1996-01-01,Мы работаем в России с 1996 года и оказываем полный спектр банковских услуг частным и корпоративным клиентам. АО «Райффайзенбанк» является дочерним банком Райффайзен Банк Интернациональ АГ.,Райффайзенбанк
45,100,https://kts.studio,640,2015-11-09,"KTS помогает бизнесу создавать и развивать IT-сервисы. Мы разрабатываем и внедряем собственные B2B-продукты, продукты для стартапов, автоматизируем бизнес-процессы больших компаний, пишем высоконагруженные web-сервисы с игровыми механиками под рекламные кампании известных брендов. 

Наши продукты


— SmartBot — конструктор ботов

— Uclass — конструктор онлайн-курсов

Как у нас можно развиваться


— В компании развита система наставничества: у сотрудника любого грейда есть ментор, который проводит ежемесячно встречи 1 на 1 и раз в полгода perfomance review, ставит цели, отслеживает прогресс в развитии, направляет, советует, поддерживает

— Также можно самому стать ментором коллеге более младшего грейда, развивать свои управленческие навыки и повышать грейд

— У нас можно стать автором статей: в компании есть «клуб авторов», которые пишут статьи в наш блог на Хабре, и в этом им помогает профессиональный редактор

— У нас есть своя школа разработки, где мы учим студентов технологиям, которые применяем сами на проектах. В рамках школы можно реализовать себя в роли преподавателя или наставника

Подписаться на нас

Наш инстаграм
Наш телеграм-канал
Наша школа",KTS
46,100,https://southbridge.io,702,2008-02-22,"Southbridge занимается настройкой и поддержкой серверов.

С удовольствием берем классическое администрирование: сервер под сайт, БД и т.д. В классическом администрировании наводим порядок в инфраструктуре: все систематизируем, регламентируем и документируем.

Специализируемся на highload-проектах: кластеры Kubernetes, кластеры баз данных, внедрение DevOps-инструментов. Примерный стек: Ansible, Gitlab, Jenkins, Docker, OpenVZ, KVM, Zabbix, Prometheus, Asterisk.


Кейсы клиентов можно почитать здесь.


Southbridge создали учебный центр Слёрм: обучение Kubernetes, DevOps, CI/СD, SRE. Предлагаем видеокурсы, интенсивы, кастомизированные курсы для компаний по K8s, Ceph, Docker, мониторингу и логированию.

Регулярно размещаем интересные обучающие материалы на нашем Youtube-канале.


Всегда есть вакансии для инженеров Linux и DevOps.",Southbridge
47,50,https://hexlet.io,22,2012-10-12,Практические уроки по программированию в реальной среде разработки,Хекслет
48,100,https://jugru.org,346,2012-02-25,"Мы делаем конференции и митапы для программистов и сочувствующих. 


С 2020 года — в онлайне. Осваиваемся. В офлайн пока не собираемся.",JUG Ru Group
