user_bookmark_id,user_id,bookmark_id
2137,920,47
2138,279,284
2139,882,142
2140,426,137
2141,395,281
2142,785,36
2143,171,193
2144,137,231
2145,531,207
2146,517,380
2147,523,145
2148,256,250
2149,804,380
2150,286,104
2151,264,88
2152,665,37
2153,43,453
2154,649,452
2155,642,49
2156,13,310
2157,148,253
2158,513,174
2159,467,110
2160,121,222
2161,988,425
2162,146,237
2163,112,223
2164,721,340
2165,866,228
2166,587,491
2167,693,105
2168,483,478
2169,758,443
2170,676,275
2171,790,421
2172,399,439
2173,999,247
2174,684,44
2175,232,229
2176,121,261
2177,406,355
2178,293,63
2179,968,301
2180,882,139
2181,118,120
2182,473,407
2183,448,223
2184,697,365
2185,74,446
2186,566,410
2187,528,351
2188,457,136
2189,934,241
2190,269,37
2191,580,341
2192,630,63
2193,154,6
2194,229,488
2195,696,145
2196,769,459
2197,549,128
2198,185,132
2199,347,464
2200,13,484
2201,413,465
2202,917,112
2203,752,439
2204,370,257
2205,113,62
2206,818,264
2207,135,442
2208,394,297
2209,809,387
2210,926,392
2211,247,55
2212,692,167
2213,857,181
2214,415,179
2215,842,331
2216,398,378
2217,321,479
2218,249,282
2219,408,131
2220,248,433
2221,56,452
2222,586,306
2223,294,80
2224,825,246
2225,688,260
2226,442,189
2227,854,104
2228,849,81
2229,350,367
2230,854,418
2231,77,141
2232,292,30
2233,634,131
2234,585,439
2235,522,286
2236,403,325
2237,501,374
2238,938,275
2239,886,344
2240,58,365
2241,82,7
2242,970,487
2243,447,370
2244,520,490
2245,908,211
2246,384,86
2247,269,483
2248,497,340
2249,493,405
2250,253,76
2251,842,345
2252,979,388
2253,845,236
2254,624,49
2255,89,221
2256,132,374
2257,162,377
2258,619,82
2259,449,341
2260,464,411
2261,210,402
2262,821,109
2263,1000,90
2264,875,314
2265,705,288
2266,395,341
2267,19,134
2268,533,110
2269,556,493
2270,634,264
2271,634,78
2272,616,310
2273,230,66
2274,786,26
2275,862,6
2276,473,190
2277,327,107
2278,425,28
2279,164,490
2280,817,298
2281,978,129
2282,895,319
2283,497,264
2284,392,331
2285,146,284
2286,618,193
2287,217,454
2288,285,317
2289,77,96
2290,717,144
2291,652,128
2292,393,310
2293,605,202
2294,187,293
2295,384,4
2296,124,356
2297,457,181
2298,514,408
2299,442,111
2300,952,211
2301,695,288
2302,561,98
2303,457,253
2304,122,405
2305,622,409
2306,785,233
2307,769,407
2308,811,451
2309,828,489
2310,560,138
2311,48,145
2312,923,467
2313,165,424
2314,759,132
2315,573,417
2316,778,38
2317,430,483
2318,138,463
2319,104,278
2320,681,462
2321,973,257
2322,924,111
2323,422,312
2324,784,215
2325,982,9
2326,575,358
2327,168,120
2328,875,396
2329,209,164
2330,139,232
2331,107,163
2332,735,451
2333,203,97
2334,523,266
2335,110,465
2336,185,407
2337,952,145
2338,338,251
2339,423,186
2340,46,98
2341,813,331
2342,141,83
2343,896,278
2344,325,76
2345,218,279
2346,279,445
2347,409,45
2348,157,495
2349,397,342
2350,257,369
2351,706,495
2352,231,143
2353,189,359
2354,815,285
2355,471,14
2356,998,467
2357,812,178
2358,371,391
2359,839,447
2360,341,327
2361,401,147
2362,912,208
2363,659,246
2364,753,61
2365,953,320
2366,68,102
2367,322,160
2368,661,380
2369,192,120
2370,339,96
2371,966,86
2372,716,81
2373,333,227
2374,466,209
2375,226,188
2376,159,231
2377,381,133
2378,725,142
2379,616,17
2380,51,208
2381,685,355
2382,581,184
2383,683,268
2384,33,484
2385,150,486
2386,130,113
2387,861,182
2388,47,21
2389,394,182
2390,575,283
2391,9,418
2392,635,333
2393,791,29
2394,791,359
2395,637,100
2396,941,433
2397,491,270
2398,851,431
2399,715,6
2400,18,62
2401,154,102
2402,82,222
2403,311,71
2404,328,70
2405,784,489
2406,625,204
2407,714,114
2408,408,391
2409,865,460
2410,66,239
2411,973,375
2412,348,490
2413,874,398
2414,769,19
2415,17,450
2416,976,216
2417,943,277
2418,939,7
2419,358,62
2420,545,464
2421,122,256
2422,557,221
2423,711,475
2424,33,59
2425,512,276
2426,181,39
2427,34,269
2428,223,201
2429,261,338
2430,64,282
2431,285,103
2432,558,494
2433,530,44
2434,854,341
2435,226,212
2436,500,49
2437,6,461
2438,140,192
2439,611,81
2440,66,57
2441,958,14
2442,39,294
2443,229,66
2444,323,225
2445,913,443
2446,541,140
2447,781,144
2448,917,275
2449,784,250
2450,799,286
2451,605,374
2452,181,255
2453,406,215
2454,941,258
2455,640,285
2456,244,297
2457,577,152
2458,354,340
2459,911,65
2460,775,280
2461,398,208
2462,114,94
2463,903,224
2464,89,178
2465,930,133
2466,809,446
2467,238,301
2468,88,145
2469,217,391
2470,522,404
2471,992,396
2472,695,217
2473,914,134
2474,817,378
2475,415,284
2476,385,111
2477,729,354
2478,8,44
2479,525,94
2480,532,481
2481,167,294
2482,437,301
2483,150,96
2484,861,15
2485,34,406
2486,927,86
2487,270,286
2488,190,280
2489,257,122
2490,175,160
2491,897,219
2492,683,336
2493,236,417
2494,966,295
2495,109,456
2496,115,284
2497,776,179
2498,792,9
2499,699,473
2500,503,361
2501,937,247
2502,776,254
2503,521,294
2504,133,54
2505,719,268
2506,654,359
2507,193,488
2508,186,189
2509,616,97
2510,127,380
2511,244,231
2512,242,71
2513,471,305
2514,756,220
2515,903,26
2516,792,7
2517,889,176
2518,519,324
2519,431,40
2520,613,178
2521,680,364
2522,547,197
2523,572,47
2524,122,242
2525,369,438
2526,490,225
2527,585,283
2528,454,123
2529,9,430
2530,652,390
2531,684,420
2532,864,420
2533,301,409
2534,658,352
2535,653,11
2536,678,98
2537,314,235
2538,182,84
2539,782,25
2540,400,463
2541,288,406
2542,551,342
2543,727,197
2544,478,358
2545,834,400
2546,841,170
2547,43,351
2548,586,236
2549,456,310
2550,522,92
2551,484,222
2552,201,51
2553,767,264
2554,180,199
2555,55,162
2556,413,446
2557,509,280
2558,257,472
2559,110,161
2560,951,116
2561,632,277
2562,327,260
2563,739,342
2564,510,331
2565,645,472
2566,152,401
2567,829,148
2568,554,46
2569,200,416
2570,388,173
2571,862,34
2572,27,426
2573,257,461
2574,735,112
2575,741,338
2576,795,411
2577,430,374
2578,291,411
2579,891,121
2580,100,91
2581,584,177
2582,642,48
2583,914,353
2584,317,126
2585,383,104
2586,638,87
2587,544,303
2588,688,385
2589,238,325
2590,376,494
2591,81,128
2592,88,181
2593,133,118
2594,21,123
2595,149,238
2596,477,16
2597,898,381
2598,914,429
2599,936,473
2600,922,260
2601,312,143
2602,254,129
2603,47,75
2604,292,483
2605,252,297
2606,408,301
2607,518,275
2608,874,200
2609,911,194
2610,992,228
2611,418,55
2612,30,2
2613,505,329
2614,701,175
2615,337,133
2616,297,233
2617,967,329
2618,135,157
2619,721,104
2620,938,21
2621,309,373
2622,73,172
2623,255,460
2624,211,366
2625,527,413
2626,436,126
2627,472,442
2628,540,480
2629,621,61
2630,513,493
2631,683,34
2632,507,136
2633,325,306
2634,421,291
2635,632,345
2636,686,317
2637,710,159
2638,748,176
2639,98,17
2640,379,39
2641,503,254
2642,406,270
2643,175,475
2644,599,173
2645,201,12
2646,872,20
2647,985,183
2648,71,472
2649,554,240
2650,854,276
2651,937,344
2652,180,431
2653,690,174
2654,451,205
2655,423,44
2656,948,421
2657,409,179
2658,677,308
2659,122,64
2660,753,472
2661,747,457
2662,568,145
2663,891,160
2664,972,368
2665,809,475
2666,866,426
2667,855,90
2668,684,111
2669,28,220
2670,371,224
2671,295,452
2672,723,275
2673,87,189
2674,445,236
2675,368,141
2676,274,154
2677,909,382
2678,446,14
2679,900,291
2680,990,421
2681,556,93
2682,618,303
2683,58,455
2684,471,221
2685,558,197
2686,910,90
2687,373,229
2688,336,330
2689,305,215
2690,817,138
2691,158,57
2692,852,42
2693,392,126
2694,553,340
2695,969,405
2696,63,26
2697,864,420
2698,496,94
2699,151,460
2700,858,81
2701,559,391
2702,684,120
2703,436,37
2704,539,190
2705,135,113
2706,748,211
2707,153,37
2708,370,371
2709,860,355
2710,507,391
2711,888,406
2712,291,410
2713,47,476
2714,464,241
2715,191,398
2716,96,66
2717,822,437
2718,967,475
2719,283,201
2720,293,99
2721,276,402
2722,188,50
2723,594,116
2724,56,416
2725,93,34
2726,982,474
2727,1000,200
2728,196,212
2729,879,151
2730,831,223
2731,466,470
2732,372,383
2733,162,199
2734,74,433
2735,351,345
2736,749,83
2737,102,340
2738,951,425
2739,772,358
2740,866,54
2741,497,414
2742,780,241
2743,503,304
2744,399,396
2745,152,360
2746,156,438
2747,383,267
2748,767,439
2749,676,340
2750,129,102
2751,777,344
2752,639,359
2753,622,489
2754,549,22
2755,718,114
2756,937,9
2757,994,412
2758,720,461
2759,904,32
2760,504,259
2761,524,31
2762,229,49
2763,970,49
2764,669,436
2765,668,395
2766,135,307
2767,804,26
2768,829,189
2769,937,112
2770,527,65
2771,340,271
2772,641,233
2773,378,170
2774,620,106
2775,537,370
2776,922,186
2777,136,272
2778,718,303
2779,398,35
2780,974,20
2781,424,245
2782,370,330
2783,181,456
2784,220,293
2785,248,156
2786,941,197
2787,682,7
2788,663,458
2789,211,380
2790,488,378
2791,840,401
2792,231,191
2793,503,429
2794,340,186
2795,568,130
2796,181,282
2797,490,379
2798,391,82
2799,714,367
2800,981,495
2801,648,320
2802,744,469
2803,580,7
2804,851,406
2805,77,414
2806,551,18
2807,264,63
2808,915,136
2809,680,200
2810,904,427
2811,530,372
2812,484,144
2813,875,423
2814,426,449
2815,4,59
2816,553,391
2817,467,129
2818,266,365
2819,751,476
2820,338,46
2821,780,480
2822,819,433
2823,35,135
2824,13,6
2825,798,137
2826,372,369
2827,464,73
2828,743,212
2829,12,122
2830,779,377
2831,410,82
2832,582,266
2833,509,152
2834,41,179
2835,835,374
2836,757,12
2837,280,200
2838,614,477
2839,900,199
2840,568,243
2841,797,4
2842,635,376
2843,418,311
2844,988,269
2845,957,246
2846,469,195
2847,27,76
2848,826,471
2849,615,99
2850,900,279
2851,936,101
2852,736,76
2853,475,224
2854,146,390
2855,233,14
2856,731,350
2857,885,222
2858,103,287
2859,465,490
2860,452,90
2861,831,92
2862,223,8
2863,992,234
2864,247,381
2865,911,294
2866,363,294
2867,743,127
2868,922,181
2869,881,375
2870,700,35
2871,829,80
2872,924,320
2873,75,221
2874,25,191
2875,969,300
2876,754,408
2877,954,87
2878,739,63
2879,860,475
2880,880,246
2881,423,170
2882,390,411
2883,610,478
2884,773,339
2885,765,195
2886,399,122
2887,626,379
2888,123,446
2889,690,290
2890,81,88
2891,178,47
2892,258,8
2893,459,121
2894,745,149
2895,61,318
2896,512,128
2897,278,104
2898,666,215
2899,896,21
2900,147,486
2901,209,125
2902,362,347
2903,479,417
2904,636,384
2905,789,393
2906,728,309
2907,415,50
2908,939,337
2909,428,90
2910,162,215
2911,637,478
2912,902,7
2913,7,193
2914,708,1
2915,9,364
2916,38,12
2917,764,329
2918,22,237
2919,618,15
2920,113,344
2921,518,418
2922,313,30
2923,240,320
2924,988,37
2925,220,217
2926,79,275
2927,44,309
2928,207,286
2929,695,435
2930,61,247
2931,771,269
2932,74,279
2933,347,49
2934,630,325
2935,821,392
2936,700,480
2937,258,413
2938,825,353
2939,988,183
2940,511,298
2941,473,334
2942,806,304
2943,23,203
2944,747,55
2945,121,156
2946,124,133
2947,21,239
2948,157,405
2949,529,205
2950,382,192
2951,93,459
2952,834,228
2953,825,381
2954,14,216
2955,691,290
2956,634,202
2957,248,436
2958,723,343
2959,45,329
2960,11,161
2961,719,78
2962,439,235
2963,86,436
2964,350,212
2965,380,380
2966,622,248
2967,227,374
2968,603,328
2969,684,397
2970,727,318
2971,371,473
2972,829,286
2973,436,161
2974,619,94
2975,905,173
2976,593,262
2977,906,201
2978,376,101
2979,88,216
2980,762,200
2981,330,392
2982,948,244
2983,723,338
2984,330,360
2985,414,36
2986,696,339
2987,993,36
2988,105,83
2989,316,38
2990,721,78
2991,469,346
2992,325,114
2993,778,111
2994,814,66
2995,117,35
2996,628,426
2997,371,301
2998,355,223
2999,869,62
3000,825,173
3001,583,452
3002,574,135
3003,691,41
3004,693,394
3005,120,93
3006,227,128
3007,780,492
3008,665,206
3009,936,103
3010,172,405
3011,167,401
3012,674,474
3013,296,198
3014,49,405
3015,283,11
3016,662,213
3017,242,256
3018,313,161
3019,405,371
3020,994,40
3021,956,196
3022,407,386
3023,172,345
3024,189,49
3025,791,390
3026,590,474
3027,967,318
3028,534,143
3029,579,305
3030,294,112
3031,776,248
3032,908,283
3033,815,18
3034,384,400
3035,231,346
3036,165,330
3037,922,132
3038,607,182
3039,148,356
3040,818,89
3041,17,482
3042,119,27
3043,882,256
3044,343,446
3045,678,389
3046,532,380
3047,517,58
3048,691,336
3049,223,57
3050,197,167
3051,808,337
3052,564,89
3053,857,270
3054,840,323
3055,680,420
3056,60,311
3057,236,181
3058,705,354
3059,716,38
3060,216,249
3061,70,199
3062,659,434
3063,896,14
3064,793,173
3065,616,253
3066,509,420
3067,502,357
3068,895,192
3069,998,100
3070,20,65
3071,876,220
3072,813,351
3073,84,184
3074,923,127
3075,807,51
3076,877,43
3077,985,414
3078,547,306
3079,108,7
3080,411,483
3081,943,368
3082,806,200
3083,359,22
3084,377,370
3085,393,437
3086,892,107
3087,558,24
3088,725,136
3089,334,487
3090,427,408
3091,874,67
3092,209,200
3093,714,53
3094,875,291
3095,839,31
3096,545,17
3097,244,463
3098,303,303
3099,924,406
3100,530,459
3101,180,104
3102,522,472
3103,165,226
3104,473,8
3105,48,272
3106,140,320
3107,589,64
3108,98,356
3109,670,119
3110,858,11
3111,571,461
3112,978,143
3113,779,217
3114,659,29
3115,407,449
3116,287,326
3117,284,215
3118,280,88
3119,28,303
3120,750,355
3121,335,120
3122,870,6
3123,461,462
3124,910,336
3125,266,225
3126,648,213
3127,394,421
3128,470,275
3129,367,190
3130,116,79
3131,269,207
3132,686,97
3133,147,98
3134,473,33
3135,881,447
3136,452,464
3137,383,136
3138,631,151
3139,765,152
3140,568,46
3141,139,348
3142,287,333
3143,432,212
3144,675,471
3145,932,165
3146,399,224
3147,765,113
3148,208,31
3149,184,445
3150,875,331
3151,494,31
3152,914,103
3153,600,353
3154,818,131
3155,740,50
3156,665,84
3157,270,304
3158,838,51
3159,188,350
3160,194,191
3161,649,259
3162,683,220
3163,536,152
3164,77,51
3165,376,382
3166,907,383
3167,525,361
3168,490,448
3169,586,188
3170,676,403
3171,801,254
3172,505,223
3173,954,331
3174,963,330
3175,803,38
3176,165,201
3177,94,92
3178,565,398
3179,859,444
3180,15,199
3181,38,147
3182,183,396
3183,994,242
3184,110,466
3185,351,18
3186,506,225
3187,522,231
3188,931,354
3189,399,466
3190,349,303
3191,191,211
3192,954,484
3193,232,257
3194,606,29
3195,917,251
3196,900,66
3197,520,199
3198,26,260
3199,15,146
3200,66,311
3201,920,53
3202,833,329
3203,81,286
3204,507,360
3205,80,317
3206,416,141
3207,955,228
3208,691,302
3209,729,297
3210,160,235
3211,844,365
3212,659,151
3213,496,472
3214,562,160
3215,268,274
3216,192,294
3217,110,382
3218,229,265
3219,448,285
3220,4,359
3221,625,219
3222,988,315
3223,922,466
3224,739,374
3225,20,63
3226,643,330
3227,352,441
3228,412,367
3229,368,178
3230,17,212
3231,36,2
3232,895,182
3233,491,56
3234,650,120
3235,388,287
3236,500,300
3237,345,49
3238,411,429
3239,487,157
3240,263,447
3241,658,64
3242,762,143
3243,704,276
3244,510,34
3245,600,7
3246,925,3
3247,283,118
3248,342,96
3249,863,331
3250,878,171
3251,904,84
3252,52,437
3253,725,165
3254,450,476
3255,202,7
3256,729,414
3257,284,39
3258,7,281
3259,697,271
3260,933,63
3261,495,303
3262,97,319
3263,834,13
3264,85,343
3265,637,240
3266,672,192
3267,698,238
3268,225,227
3269,514,449
3270,491,159
3271,657,482
3272,988,180
3273,90,137
3274,507,337
3275,701,336
3276,687,285
3277,151,198
3278,848,175
3279,274,93
3280,447,423
3281,68,402
3282,431,441
3283,19,449
3284,418,85
3285,887,181
3286,262,340
3287,325,114
3288,840,247
3289,718,184
3290,87,4
3291,641,241
3292,495,334
3293,953,374
3294,689,165
3295,647,327
3296,257,53
3297,794,175
3298,476,395
3299,741,326
3300,405,398
3301,343,415
3302,177,314
3303,610,32
3304,734,388
3305,6,230
3306,146,226
3307,111,241
3308,864,374
3309,151,386
3310,352,179
3311,466,425
3312,74,132
3313,33,157
3314,121,362
3315,252,186
3316,433,212
3317,360,418
3318,115,325
3319,623,436
3320,635,224
3321,787,86
3322,556,487
3323,210,363
3324,425,282
3325,315,480
3326,878,459
3327,461,348
3328,742,347
3329,235,194
3330,6,346
3331,313,409
3332,686,119
3333,303,100
3334,684,343
3335,917,64
3336,829,112
3337,209,374
3338,544,215
3339,925,416
3340,826,124
3341,667,110
3342,494,274
3343,641,332
3344,209,155
3345,129,258
3346,933,326
3347,825,170
3348,286,49
3349,58,381
3350,511,286
3351,72,205
3352,334,148
3353,387,228
3354,933,352
3355,974,385
3356,85,281
3357,536,359
3358,358,101
3359,362,228
3360,220,291
3361,631,348
3362,277,464
3363,645,321
3364,965,333
3365,608,34
3366,149,349
3367,46,166
3368,194,92
3369,662,70
3370,225,211
3371,973,50
3372,447,291
3373,805,111
3374,668,451
3375,673,33
3376,166,152
3377,825,282
3378,570,419
3379,939,367
3380,983,200
3381,661,120
3382,779,9
3383,968,424
3384,879,121
3385,255,290
3386,332,21
3387,405,145
3388,154,247
3389,486,425
3390,512,383
3391,861,65
3392,42,251
3393,279,368
3394,691,282
3395,828,127
3396,778,83
3397,660,106
3398,42,98
3399,366,304
3400,50,188
3401,459,371
3402,162,106
3403,431,100
3404,951,357
3405,472,207
3406,260,459
3407,474,421
3408,249,136
3409,81,272
3410,608,101
3411,876,113
3412,167,457
3413,445,314
3414,332,156
3415,177,353
3416,142,56
3417,933,453
3418,547,117
3419,847,188
3420,15,324
3421,154,422
3422,247,425
3423,627,449
3424,835,452
3425,869,272
3426,361,434
3427,425,31
3428,338,431
3429,156,236
3430,47,30
3431,604,359
3432,797,467
3433,145,307
3434,797,293
3435,37,367
3436,207,9
3437,204,326
3438,447,288
3439,509,371
3440,236,148
3441,667,106
3442,115,378
3443,85,14
3444,88,332
3445,803,240
3446,522,256
3447,449,476
3448,585,278
3449,403,54
3450,514,29
3451,308,216
3452,229,77
3453,168,401
3454,955,320
3455,987,210
3456,291,281
3457,432,99
3458,681,415
3459,3,21
3460,806,65
3461,508,87
3462,37,276
3463,311,468
3464,221,47
3465,464,210
3466,439,128
3467,759,269
3468,577,322
3469,560,388
3470,964,5
3471,737,150
3472,322,246
3473,980,29
3474,747,343
3475,328,457
3476,503,128
3477,160,63
3478,973,332
3479,823,86
3480,817,229
3481,561,177
3482,547,361
3483,804,460
3484,207,432
3485,353,387
3486,63,374
3487,618,448
3488,672,192
3489,81,350
3490,438,81
3491,1000,393
3492,254,332
3493,667,204
3494,354,336
3495,676,274
3496,374,316
3497,63,253
3498,914,464
3499,494,59
3500,172,154
3501,91,147
3502,637,445
3503,628,310
3504,316,276
3505,417,305
3506,158,328
3507,690,64
3508,421,137
3509,581,323
3510,786,206
3511,251,152
3512,637,264
3513,336,151
3514,86,364
3515,193,79
3516,799,97
3517,891,293
3518,951,287
3519,58,443
3520,484,142
3521,505,179
3522,436,242
3523,37,147
3524,911,437
3525,160,327
3526,792,211
3527,272,484
3528,302,398
3529,44,480
3530,597,140
3531,416,366
3532,325,410
3533,747,88
3534,937,283
3535,242,67
3536,211,446
3537,767,408
3538,440,412
3539,49,85
3540,241,254
3541,664,340
3542,399,281
3543,797,93
3544,384,248
3545,85,115
3546,195,187
3547,895,427
3548,211,206
3549,753,107
3550,66,27
3551,286,477
3552,164,311
3553,899,220
3554,570,278
3555,943,191
3556,26,145
3557,711,295
3558,655,263
3559,422,262
3560,585,337
3561,547,69
3562,192,60
3563,686,466
3564,246,214
3565,377,303
3566,574,258
3567,959,452
3568,545,491
3569,814,489
3570,862,281
3571,984,494
3572,525,184
3573,981,366
3574,192,214
3575,785,82
3576,976,407
3577,772,277
3578,620,260
3579,629,141
3580,6,10
3581,345,16
3582,686,23
3583,469,436
3584,335,73
3585,750,155
3586,856,255
3587,692,304
3588,196,58
3589,890,69
3590,856,462
3591,998,322
3592,207,152
3593,840,14
3594,200,457
3595,650,477
3596,883,179
3597,849,287
3598,766,247
3599,291,128
3600,25,279
3601,653,379
3602,287,189
3603,233,399
3604,558,336
3605,422,369
3606,196,379
3607,709,170
3608,447,453
3609,821,207
3610,808,390
3611,463,353
3612,605,71
3613,85,216
3614,485,481
3615,51,321
3616,292,2
3617,895,35
3618,318,429
3619,659,349
3620,460,98
3621,833,136
3622,258,34
3623,461,320
3624,857,175
3625,633,88
3626,541,224
3627,243,320
3628,611,379
3629,289,104
3630,810,452
3631,198,191
3632,806,136
3633,486,254
3634,521,347
3635,804,321
3636,156,101
3637,554,313
3638,226,325
3639,602,440
3640,898,35
3641,904,196
3642,258,418
3643,256,445
3644,13,371
3645,934,49
3646,78,397
3647,333,326
3648,311,306
3649,792,330
3650,696,137
3651,724,336
3652,578,251
3653,315,438
3654,190,167
3655,276,443
3656,554,148
3657,123,488
3658,163,338
3659,151,364
3660,80,124
3661,751,148
3662,732,151
3663,342,116
3664,773,22
3665,284,408
3666,592,410
3667,65,144
3668,738,78
3669,177,333
3670,875,102
3671,509,41
3672,493,3
3673,676,17
3674,632,37
3675,659,405
3676,952,198
3677,686,390
3678,146,465
3679,22,185
3680,189,127
3681,350,366
3682,153,173
3683,719,337
3684,346,343
3685,865,94
3686,111,421
3687,710,13
3688,569,442
3689,116,3
3690,276,409
3691,803,378
3692,40,481
3693,130,482
3694,155,341
3695,865,96
3696,555,163
3697,478,189
3698,192,19
3699,309,394
3700,166,285
3701,381,210
3702,794,426
3703,884,45
3704,530,42
3705,559,282
3706,671,240
3707,226,220
3708,584,165
3709,302,260
3710,280,81
3711,319,421
3712,375,233
3713,179,334
3714,744,449
3715,241,430
3716,71,199
3717,82,90
3718,437,282
3719,632,435
3720,581,329
3721,569,61
3722,51,386
3723,369,220
3724,439,305
3725,8,227
3726,533,139
3727,702,302
3728,331,20
3729,217,345
3730,906,311
3731,706,421
3732,156,213
3733,651,282
3734,110,200
3735,233,111
3736,906,476
3737,624,140
3738,473,140
3739,234,173
3740,26,429
3741,929,38
3742,692,125
3743,441,328
3744,602,434
3745,488,318
3746,23,231
3747,321,34
3748,491,181
3749,930,239
3750,835,252
3751,729,231
3752,566,236
3753,796,144
3754,827,270
3755,71,25
3756,256,107
3757,963,88
3758,225,477
3759,548,92
3760,72,440
3761,242,341
3762,33,441
3763,285,463
3764,879,189
3765,156,362
3766,265,213
3767,812,132
3768,559,228
3769,319,96
3770,197,174
3771,815,306
3772,891,276
3773,471,122
3774,639,212
3775,906,364
3776,663,188
3777,516,269
3778,700,259
3779,814,470
3780,671,45
3781,661,257
3782,358,8
3783,779,180
3784,959,351
3785,330,154
3786,567,109
3787,620,105
3788,271,440
3789,606,73
3790,120,348
3791,440,87
3792,321,1
3793,882,163
3794,653,81
3795,774,211
3796,867,292
3797,73,32
3798,858,284
3799,965,105
3800,507,491
3801,993,144
3802,550,282
3803,21,104
3804,730,457
3805,980,119
3806,940,461
3807,531,88
3808,765,410
3809,243,135
3810,947,220
3811,213,408
3812,590,345
3813,535,324
3814,292,76
3815,236,373
3816,788,247
3817,933,323
3818,661,281
3819,358,367
3820,304,313
3821,870,192
3822,925,107
3823,364,72
3824,10,187
3825,33,292
3826,352,92
3827,234,175
3828,442,25
3829,338,231
3830,652,345
3831,141,402
3832,884,469
3833,664,79
3834,333,457
3835,339,248
3836,115,177
3837,327,214
3838,884,282
3839,303,29
3840,770,103
3841,668,93
3842,276,455
3843,141,178
3844,922,278
3845,5,60
3846,819,179
3847,998,169
3848,958,185
3849,644,442
3850,278,320
3851,908,37
3852,940,181
3853,219,176
3854,351,306
3855,621,224
3856,770,57
3857,404,473
3858,413,418
3859,446,444
3860,745,6
3861,798,162
3862,741,208
3863,398,216
3864,21,136
3865,359,168
3866,241,363
3867,21,275
3868,973,164
3869,976,383
3870,889,271
3871,866,65
3872,436,10
3873,269,246
3874,769,344
3875,14,39
3876,243,12
3877,337,319
3878,692,186
3879,358,84
3880,926,452
3881,70,212
3882,579,310
3883,397,49
3884,11,120
3885,667,98
3886,689,421
3887,849,117
3888,653,364
3889,264,263
3890,120,183
3891,426,163
3892,903,116
3893,870,485
3894,859,350
3895,700,306
3896,740,426
3897,56,132
3898,947,144
3899,440,422
3900,897,334
3901,303,401
3902,259,64
3903,234,14
3904,731,105
3905,267,22
3906,975,60
3907,599,13
3908,666,243
3909,48,347
3910,74,170
3911,640,209
3912,763,184
3913,316,359
3914,972,228
3915,160,311
3916,230,7
3917,503,306
3918,182,193
3919,322,397
3920,173,206
3921,67,407
3922,333,433
3923,314,382
3924,23,328
3925,371,467
3926,858,430
3927,391,265
3928,91,432
3929,688,258
3930,448,245
3931,603,337
3932,811,235
3933,639,385
3934,538,358
3935,743,360
3936,920,110
3937,304,213
3938,638,115
3939,424,476
3940,721,485
3941,620,469
3942,798,198
3943,342,189
3944,92,418
3945,899,289
3946,723,171
3947,22,339
3948,862,462
3949,584,243
3950,631,432
3951,587,231
3952,402,40
3953,846,64
3954,477,6
3955,876,401
3956,332,255
3957,799,132
3958,206,151
3959,149,56
3960,541,235
3961,483,26
3962,422,111
3963,74,178
3964,95,370
3965,493,129
3966,896,243
3967,69,112
3968,895,316
3969,147,287
3970,148,203
3971,988,351
3972,523,173
3973,218,297
3974,649,412
3975,575,188
3976,512,237
3977,595,187
3978,792,257
3979,260,409
3980,565,322
3981,231,460
3982,946,103
3983,839,107
3984,191,490
3985,48,464
3986,696,344
3987,720,165
3988,44,390
3989,837,365
3990,424,212
3991,784,458
3992,244,238
3993,94,131
3994,984,423
3995,548,77
3996,496,24
3997,360,379
3998,260,47
3999,891,257
4000,203,337
4001,200,422
4002,9,292
4003,404,278
4004,455,206
4005,902,234
4006,59,244
4007,489,300
4008,354,332
4009,958,463
4010,640,103
4011,408,217
4012,443,263
4013,660,142
4014,94,258
4015,349,388
4016,732,112
4017,434,326
4018,406,493
4019,918,62
4020,335,255
4021,193,85
4022,935,454
4023,447,1
4024,985,232
4025,772,308
4026,504,202
4027,758,271
4028,62,6
4029,402,169
4030,791,177
4031,27,405
4032,941,306
4033,790,383
4034,386,218
4035,805,89
4036,721,288
4037,806,471
4038,925,351
4039,976,62
4040,90,412
4041,803,454
4042,903,458
4043,180,449
4044,280,82
4045,996,24
4046,472,457
4047,102,369
4048,948,452
4049,768,363
4050,326,137
4051,221,167
4052,543,280
4053,220,258
4054,609,174
4055,307,487
4056,623,167
4057,599,419
4058,272,374
4059,840,389
4060,530,382
4061,401,93
4062,44,121
4063,734,391
4064,468,86
4065,174,131
4066,586,423
4067,563,109
4068,544,331
4069,461,270
4070,787,164
4071,197,416
4072,29,429
4073,296,170
4074,313,493
4075,30,117
4076,100,475
4077,332,338
4078,45,167
4079,185,50
4080,641,98
4081,188,236
4082,773,363
4083,380,38
4084,307,34
4085,781,17
4086,205,59
4087,760,470
4088,89,409
4089,379,492
4090,333,460
4091,920,13
4092,317,36
4093,942,100
4094,349,427
4095,186,410
4096,526,247
4097,200,20
4098,497,7
4099,468,263
4100,883,17
4101,531,389
4102,238,397
4103,342,428
4104,340,31
4105,235,237
4106,129,203
4107,738,362
4108,503,137
4109,883,380
4110,12,396
4111,815,266
4112,429,460
4113,60,85
4114,783,479
4115,102,201
4116,864,314
4117,413,266
4118,324,351
4119,965,158
4120,753,80
4121,28,235
4122,200,219
4123,376,257
4124,22,387
4125,182,424
4126,308,208
4127,515,45
4128,972,481
4129,677,393
4130,407,261
4131,11,326
4132,847,229
